Movie Name,Audience Score,AUDIENCE SCORE reviews,Tomatometer Score,TOMATOMETER reviews,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),box office,Runtime,Distributor,MOVIE INFO
LAPWING,--,Fewer than 50 Ratings,100%,LAPWING,"History, Drama, Romance",English,Philip Stevens,"Andy Mullins, Philip Stevens, Justin Tagg, Andrew Mullins","Laura Turner, Laura Turner",,,,1h 29m,,"A mute young woman, Patience, from an isolated community in rural England in 1555, struggles with her controlling brother-in-law and leader, David, who is gradually unraveling after the failure of his idyllic community. The Egyptian Act has been passed, stipulating that all 'gypsies' must vacate England immediately and anyone found aiding them could be executed. In exchange for a fee, David agrees to help an Egyptian family who must stay a month on their land until a ship comes to take them away. The others in the community tolerate this decision, hoping it could lead them to a more prosperous life. But when Patience pursues an affair with one of the outsiders, she is thrust into a violent and vicious psychological battle with David, who sees her actions as a direct rebellion, and a threat to the power he desperately wants to maintain over the community."
CHRISTMAS CEO,--,Fewer than 50 Ratings,--,CHRISTMAS CEO,"Holiday, Romance",English,Jonathan Wright,Shane Boucher,Anna White,,,,1h 24m,,The CEO of a small toy company gets a once-in-a-lifetime offer to merge with a much bigger company -- but needs her estranged ex-business partner's signature to seal the deal.
AN UNEXPECTED CHRISTMAS,--,Fewer than 50 Ratings,--,AN UNEXPECTED CHRISTMAS,"Holiday, Romance, Comedy",English,Michael Robison,Charles Cooper,Paul Campbell,,,,1h 23m,,A speech writer makes a deal with his ex-girlfriend to pretend they are a couple to save his family's Christmas. It's not long before both the ruse and their feelings catch up with them.
SINISTER SWITCH,--,Fewer than 50 Ratings,--,SINISTER SWITCH,Mystery & Thriller,English,Christopher Redmond,,"Ryan Cavan, Christopher Redmond, Jared Young",,,,1h 30m,,"Parents Kristen and Justin are thrilled when their kidnapped daughter, Olivia, returns home after being missing for six years. However, they soon realize that the girl is not their daughter, but another previously unknown captive named Natalie."
SERVING UP THE HOLIDAYS,--,Fewer than 50 Ratings,--,SERVING UP THE HOLIDAYS,"Holiday, Romance",English,Jessica Harmon,Gilles LaPlante,Sean Finn,,,,1h 25m,,A top chef falls for a handsome rival while on a holiday cooking getaway to regain her Christmas spirit.
INVISIBLE DEMONS,50%,Fewer than 50 Ratings,100%,INVISIBLE DEMONS,Documentary,English,Rahul Jain,"Heino Deckert, Iikka Vehkalahti","Yael Bitton, Rahul Jain, Iikka Vehkalahti, Rahul Jain, Iikka Vehkalahti, Yael Bitton",,"Oct 4, 2022",,1h 10m,,"In a sprawling mega city where the dangers of climate change are present not future, acclaimed filmmaker Rahul Jain shows a world on the brink. Told through striking images and eye-opening accounts from everyday citizens, Invisible Demons delivers a visceral and immersive journey through the stories of just a few of Delhi's 30 million inhabitants fighting to survive. Invisible Demons offers a deeply experiential and new perspective on its subject: the clear and present climate reality. Jain engages the senses by directly stimulating our desire to live in a world with equitable access to clean air and water. Is it possible to imagine this future in Delhi, in India, or anywhere in the modern world?"
MAGALUF GHOST TOWN,--,0 Ratings,--,MAGALUF GHOST TOWN,Documentary,English,Miguel Ángel Blanca,"Bernat Manzano, Miguel Ángel Blanca, Valérie Montmartin, Miguel Eek",Miguel Ángel Blanca,,,,1h 33m,,"Magaluf Ghost Town is a choral portrait of a community during the off-season and high season, in a tone of mystery, close to a thriller but without losing sight of the costumbrist comedy, mixing documentary and fiction. It is a story of international scope about the dreams of a town that is just trying to survive in a touristic context, and also a reflection on what it means to be a tourist in Europe."
NOT TO FORGET,75%,"1,000+ Ratings",62%,NOT TO FORGET,Drama,English,Valerio Zanoli,Valerio Zanoli,Valerio Zanoli,"Nov 26, 2021  Limited","Nov 26, 2021",,1h 21m,Vertical Entertainment,"After a life of petty crimes, a self-centered con artist is sentenced to take care of his grandmother, who is affected by Alzheimer's. As he discovers the extent of her wealth, he begins to plan his ultimate heist. However, the more time he spends with her, the more he finds himself struggling between his wish for a lavish life and newly found family values."
DYING TO DIVORCE,--,Fewer than 50 Ratings,100%,DYING TO DIVORCE,Documentary,English (United Kingdom),Chloë Fairweather,"Sinead Kirwan, Chloë Fairweather, Seda Gökçe, Özge Sebzeci",,,,,1h 22m,,"Filmed over 5 years, DYING TO DIVORCE takes viewers into the heart of Turkey's gender-based violence crisis and the political events that have severely eroded democratic freedoms. Through intimately shot personal stories, the film gives a unique perspective on the struggle to be an independent woman in modern Turkey. More than one in three Turkish women have experienced domestic abuse and the number of femicides is rising. But some Turkish women are fighting back. Ipek Bozkurt, a courageous lawyer, is determined to challenge this misogynistic trend by putting abusive men behind bars. Working with a group of activists, Ipek fights to get justice for two survivors of horrific assaults: Arzu, married at 14 and Kubra, a successful TV presenter. Ipek struggles not only against a biased legal system but an increasingly repressive government. After an attempted coup, there is an unprecedented crackdown on dissenting voices, leaving Ipek, like thousands of other lawyers, fearing imprisonment."
REBEL DYKES,--,0 Ratings,100%,REBEL DYKES,"Documentary, Lgbtq+",English,"Harri Shanahan, Siana Williams",Siobhan Fahey,,,,,1h 22m,,"REBEL DYKES tells the story of a bunch of kick-ass young dykes who find each other in post-Punk London, and carve out a rebellion that has been detonating ever since. Using interviews, original music, animation and archive, REBEL DYKES recreates the lives of a group of friends who meet at Greenham Common peace camp. Returning to London, they fight, love and live together, finding the freedom and power to live out their politics, and create their own world."
A CASTLE FOR CHRISTMAS,38%,100+ Ratings,74%,A CASTLE FOR CHRISTMAS,"Holiday, Romance, Comedy",English,Mary Lambert,,"Kim Beyer-Johnson, Neal H. Dobrofsky, Tippi Dobrofsky, Ally Carter",,"Nov 26, 2021",,1h 38m,,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle -- and faces off with the grumpy duke who owns it."
SHEPHERD,20%,Fewer than 50 Ratings,--,SHEPHERD,Action,English,Peter Hayman,"Philip Jackson, Daniel D'Or",,,"Mar 25, 2008",,1h 34m,,"In a futuristic wasteland, a mercenary (C. Thomas Howell) saves a woman and her son from lethal cultists."
AN INTRUSION,--,Fewer than 50 Ratings,--,AN INTRUSION,"Crime, Drama, Mystery & Thriller",English,Nicholas Holland,Sam Logan Khaleghi,Nicholas Holland,"Nov 26, 2021  Limited","Nov 26, 2021",,1h 40m,Gravitas Ventures,"'An Intrusion' is an edge of your seat thriller that follows a family patriarch who is terrorized by a malicious stalker; he fears the attacks may be related to secrets he has violently kept hidden from his family. The film co-stars newcomer Dustin Prince alongside Scout Taylor-Compton (Halloween), Sam Logan Khaleghi (Batman v Superman), with Keir Gilchrist (It Follows) and Billy Boyd (Lord of the Rings)."
LICORICE PIZZA,65%,"1,000+ Verified Ratings",91%,LICORICE PIZZA,Comedy,English,Paul Thomas Anderson,"Sara Murphy, Adam Somner, Paul Thomas Anderson",Paul Thomas Anderson,"Dec 25, 2021  Wide",,$17.3M,2h 13m,MGM,"LICORICE PIZZA is the story of Alana Kane and Gary Valentine growing up, running around and falling in love in the San Fernando Valley, 1973. Written and directed by Paul Thomas Anderson, the film tracks the treacherous navigation of first love."
CREATURES,--,0 Ratings,--,CREATURES,"Comedy, Horror",English (United Kingdom),Tony Jopia,,"Tony Jopia, Andrew Fawn, Stu Jopia",,,,1h 43m,,A group of astronomy students gets more than it bargained for after finding an injured alien being targeted by a group of bloodthirsty creatures.
A LOUD HOUSE CHRISTMAS,58%,Fewer than 50 Ratings,--,A LOUD HOUSE CHRISTMAS,"Kids & Family, Holiday, Comedy",English,Jonathan Judge,Darlene Caamano Loquet,Liz Maccie,,"Nov 26, 2021",,1h 30m,,"Lincoln Loud gears up for the ultimate Christmas, until he finds out that most of his sisters have plans to be elsewhere for the big day. Determined to remind his family that they all need to be together, Lincoln and his best friend, Clyde McBride, embark on a mission to preserve the holiday traditions."
THE LAST CHRISTMAS,--,0 Ratings,--,THE LAST CHRISTMAS,"Holiday, Mystery & Thriller",English,Gary Yates,,"Paula J. Smith, Alex Galatis",,"Jul 28, 2017",,1h 30m,,A mystery writer (Jennifer Finnigan) must solve a puzzle that may explain the sudden death of her grandfather.
THE DEVIL'S CHILDREN,--,0 Ratings,--,THE DEVIL'S CHILDREN,Horror,English,Dillon Brown,"Jessica Grimaldo, Mickey Syn",Dillon Brown,,,,58m,,"Two college students making a documentary about the disappearance of four friends sit down with the only survivor of that fateful night, determined to uncover the truth."
BREATHE,--,0 Ratings,--,BREATHE,"Comedy, Drama",English,Sam Rogers,,Sam Rogers,,,,12m,,Two friends prepare for the end of the world.
MAXWELL,--,0 Ratings,--,MAXWELL,"Drama, Biography",English,Colin Barr,Colin Barr,Craig Warner,,"Nov 30, 2016",,1h 30m,,The final two months of the life of media tycoon Robert Maxwell (David Suchet).
OBLIVION,28%,250+ Ratings,--,OBLIVION,Sci-Fi,English,Sam Irvin,"Vlad Paunescu, Oana Paunescu",,,"Sep 5, 2010",,1h 34m,,A sheriff's empathetic son (Richard Joseph Paul) defends a futuristic Western town from a reptilian alien (Andrew Divoff).
CHRISTMAS IN THE WILDS,--,0 Ratings,--,CHRISTMAS IN THE WILDS,"Holiday, Drama, Romance",English,Justin G. Dyck,Myles Milne,Neale Kimmel,,"Nov 2, 2021",,1h 20m,,Buck and Jessica's merry little Christmas together takes a dangerous turn when their journey through the wild turns into a battle for survival.
THE NINE KITTENS OF CHRISTMAS,--,Fewer than 50 Ratings,--,THE NINE KITTENS OF CHRISTMAS,"Holiday, Romance, Comedy",English,David Winning,Ted Bauman,Erinne Dobson,,,,1h 24m,,Cat lovers Zachary and Marilee are thrown back together at Christmastime when they're tasked with finding homes for a litter of adorable kittens.
SOUTH PARK: POST COVID,72%,100+ Ratings,--,SOUTH PARK: POST COVID,"Comedy, Animation",English,,,"Trey Parker, Matt Stone",,"Nov 25, 2021",,59m,,"What happened to the children who lived through the Pandemic? Stan, Kyle, Cartman and Kenny survived but will never be the same Post COVID."
CHRISTMAS WITH FELICITY,100%,Fewer than 50 Ratings,--,CHRISTMAS WITH FELICITY,"Holiday, Drama, Romance",English,Jack C. Newell,"John W. Bosher, Chris Charles",Rebecca Weaver,,"Nov 25, 2021",,1h 26m,,"A cancelled wedding and a bankrupt bakery just weeks before Christmas leave Felicity Olson in no mood for the holidays. At her sister Grace's urging, a downtrodden Felicity returns home with one goal in mind: make enough money to return to Chicago as soon as possible and get her life back on track. When she meets James, a handsome dairy farmer (who loves Christmas, annoyingly enough), she decides to try baking for the local community. Felicity partners with her artistic yet shy 13 year-old niece, Madison, who creates the Instagram account ""Christmas With Felicity"" to promote and sell the holiday treats. As the business grows they're confronted by nemesis Caitlin, the town chairwoman and former high school mean girl, who prevents Felicity from selling at the Christmas farmer's market and excludes her from the upcoming Snow Ball. At least there's one new constant in her life: her friendship with James. From run-ins at the farmer's market, school talent show and a near kiss under the mistletoe, James challenges Felicity to find her Christmas spirit. As the ice around her heart melts and cookie orders stream in, Felicity's family pitches in to help. Her parents' kitchen; an unofficial bakery. James's hand churned butter; the key ingredient. And after selling cookies alongside James at a moonlight skiing event, a romantic walk amongst the aspen's catches Felicity by surprise... could she be falling for him?"
PRIVATE DESERT,63%,Fewer than 50 Ratings,87%,PRIVATE DESERT,"Drama, Lgbtq+",Portuguese (Brazil),Aly Muritiba,"Antonio Gonçalves Junior, Luís Galvao Teles, Gonçalo Galvão Teles, Aly Muritiba","Aly Muritiba, Henrique Dos Santos","Aug 26, 2022  Limited","Oct 25, 2022",$32.7K,2h 5m,Kino Lorber,"""Remember when we talked about being alone in the world?"" Sara is a genderfluid blue-collar worker who lives as her male birth identity Robson by day while caring for her religious grandmother in Sobradinho, a small town in the northeast of Brazil. Daniel, who teaches in a police academy in southern metropolis Curitiba, has been placed on unpaid leave after a violent incident that's all over the news. The only thing holding him together is his online romance with Sara, whom he has never met in person. When she suddenly disappears, Daniel drives 2,000 miles across Brazil to find her. He posts Sara's picture all over town but no one recognizes her, until he receives a mysterious call from someone claiming to know her and asking to meet. What follows is a journey of the heart that will change Sara and Daniel forever. In the tradition of A Fantastic Woman and Strawberry and Chocolate, the film is both a swooning sun-baked romance and a triumphant affirmation of queer love and humanity at a time when LGBTQ+ rights are increasingly imperiled everywhere. An official selection of the Venice Film Festival and Brazil's official submission to the 94th Academy Awards®, Private Desert boasts lush cinematography and a haunting atmospheric score. You'll never hear ""Total Eclipse of the Heart"" the same again."
DEDICATION,64%,"5,000+ Ratings",40%,DEDICATION,"Romance, Comedy",English,Justin Theroux,"David Bromberg, Celine Rattray, Daniela Taplin Lundberg, Galt Niederhoffer",David Bromberg,,"Feb 12, 2008",$91.2K,1h 51m,,"When children's author Henry Roth (Billy Crudup) loses his longtime illustrator, his publisher sends him a new artist, Lucy (Mandy Moore). He is a tangle of neuroses and nastiness, and he does everything he can to alienate her, even though he must deliver his latest book in less than a month. Secretly Henry begins to fall in love with Lucy, and at the same time, her ex-boyfriend returns to try to win her back."
THE FIREBIRD,--,Fewer than 50 Ratings,--,THE FIREBIRD,Mystery & Thriller,English,William Dieterle,Gilbert Miller,,,,,1h 15m,,"In Vienna, the happily complacent middle-class Pointer family -- John (Lionel Atwill), Carola (Verree Teasdale) and their daughter, Mariette (Anita Louise) -- comes up against a new tenant: suave, vain actor Herman Brandt (Ricardo Cortez). Shocked by Brandt's blatant romantic advances toward her, Carola demands the apartment manager evict him, but Brandt declines to move. When Brandt is discovered shot dead soon after, the Pointers and their servants come under police suspicion."
CAM GIRLS,--,0 Ratings,--,CAM GIRLS,Romance,English (United Kingdom),"Scott Jeffrey, Rebecca Matthews","Scott Jeffrey, Rebecca Matthews",Shannon Holiday,,"Feb 20, 2021",,1h 29m,,"Jenna, Kelly and Ness find themselves isolated in lockdown, but as the women discuss their frustrations, they unleash their sexual desires with their partners via the internet."
THE STRAY,--,50+ Ratings,--,THE STRAY,Mystery & Thriller,English,Kevin Mock,,Terry Cunningham,,"Jan 2, 2007",,1h 35m,,A restaurateur invites a homeless man into her house after striking him with her car.
DESTERRO,--,0 Ratings,--,DESTERRO,Drama,Portuguese (Brazil),Maria Clara Escobar,"Paula Pripas, João Matos, Iván Eibuszyc",Maria Clara Escobar,,,,2h 0m,,"A Brazilian woman disappears after her relationship dissolves. When she is discovered dead in Argentina, her husband works to bring her body back, all while concealing her death from their son."
SAINT-NARCISSE,41%,Fewer than 50 Ratings,96%,SAINT-NARCISSE,"Drama, Romance, Comedy",English,Bruce La Bruce,"Nicolas Comeau, Paul Scherzer","Martin Girard, Bruce La Bruce","Sep 17, 2021  Limited","Dec 13, 2021",,1h 41m,Film Movement,"Canada, 1972. Dominic, 22 years old, has a fetish... for himself. Nothing turns him on more than his reflection, with much of his time spent taking Polaroid selfies. When his loving grandmother dies, he discovers a deep family secret: his lesbian mother didn't die in childbirth and he has a twin brother, Daniel, raised in a remote monastery by a depraved priest. The power of destiny brings back together the two beautiful, identical brothers, who, after being reunited with their mother Beatrice, are soon embroiled in a strange web of sex, revenge and redemption."
