,Movie Name,Audience Score,AUDIENCE SCORE reviews,Tomatometer Score,TOMATOMETER reviews,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),box office,Runtime,Distributor,MOVIE INFO
1971,TANTURA,--,Fewer than 50 Ratings,93%,TANTURA,Documentary,Hebrew,Alon Schwarz,"Maiken Baird, Alon Schwarz, Shaul Schwarz","Halil Efrat, Alon Schwarz, Shaul Schwarz","Dec 2, 2022  Limited",,,1h 35m,Reel Peak Films,"The tape-recorded words ""erase it"" take on new weight in the context of history and war. When the State of Israel was established in 1948, war broke out and hundreds of Palestinian villages were depopulated in its aftermath. Israelis know this as the War of Independence. Palestinians call it ""Al Nakba"" (the Catastrophe). In the late 1990s, graduate student Teddy Katz conducted research into a large-scale massacre that had allegedly occurred in the village of Tantura in 1948. His work later came under attack and his reputation was ruined, but 140 hours of audio testimonies remain. Director Alon Schwarz revisits former Israeli soldiers of the Alexandroni Brigade as well as Palestinian residents in an effort to re-examine what happened in Tantura and explore why the Nakba is taboo in Israeli society. The ex-soldiers, now in their 90s, recall unsettling acts of war while disquietly pausing at points they either don't remember or won't speak of. Audio from Katz's 20-year-old interviews cuts through the silence of self-preservation and exposes the ways in which power, silencing, and protected narratives can sculpt history."
1972,FOUR SAMOSAS,100%,Fewer than 50 Ratings,65%,FOUR SAMOSAS,"Comedy, Action, Romance",English,Ravi Kapoor,"Ravi Kapoor, Rajiv Maikhuri, Venk Potula, Craig Stovel",Ravi Kapoor,"Dec 2, 2022  Limited","Dec 2, 2022",,1h 20m,IFC Films,"When a wanna-be rapper learns his ex is engaged to marry his smarmy rival, he and three other misfit dreamers plan a heist to steal her wedding diamonds and win her back in this feel-good family caper."
1973,RETURN TO SEOUL,--,Fewer than 50 Ratings,97%,RETURN TO SEOUL,Drama,English,Davy Chou,"Katia Khazak, Charlotte Vincent",Davy Chou,"Dec 2, 2022  Limited",,,1h 59m,Sony Pictures Classics,"On an impulse to reconnect with her origins, Freddie, 25, returns to South Korea for the first time, where she was born before being adopted and raised in France. The headstrong young woman starts looking for her biological parents in a country she knows so little about, taking her life in new and unexpected directions."
1974,ANGRY NEIGHBORS,--,0 Ratings,--,ANGRY NEIGHBORS,Comedy,English,Warren Brock,"Warren Brock, Kerry Orent, Mike Sobiloff, Camille Torabpour, Hamid Torabpour","James M. Bear, Hamid Torabpour","Dec 2, 2022  Limited","Dec 2, 2022",,1h 20m,Lionsgate,"When his ultra-wealthy neighbor in the Hamptons builds an obnoxious mega-mansion next door, grumpy retired novelist Harry March concocts an elaborate scheme for revenge that is destined to go hilariously awry."
1975,WHAT REMAINS,100%,Fewer than 50 Ratings,40%,WHAT REMAINS,Drama,English,Nathan Scoggins,Ralph Winter,Nathan Scoggins,"Dec 2, 2022  Limited",,,1h 41m,Gravitas Ventures,"A small town pastor is forced to reckon with an act of forgiveness when the convict he forgave for murdering his wife returns to town five years later, while the town sheriff investigates another murder that may be related."
1976,NR. 10,--,0 Ratings,67%,NR. 10,"Mystery & Thriller, Drama, Sci-Fi",German,Alex van Warmerdam,Marc van Warmerdam,Alex van Warmerdam,"Dec 2, 2022  Limited","Dec 9, 2022",,1h 40m,Drafthouse Films,"Günter was raised by foster parents after being found abandoned in the woods with no memory as a child. Years later, when a man approaches him on the street and whispers a strange word in his ear, he begins to experience visions from his fractured past that reveal a dark secret, threatening what he thinks he knows about his life and the very nature of his existence."
1977,THE QUINTESSENTIAL QUINTUPLETS MOVIE,96%,100+ Verified Ratings,--,THE QUINTESSENTIAL QUINTUPLETS MOVIE,"Romance, Comedy, Anime",Japanese,Masato Jinbo,,Keiichiro Ochi,"Dec 2, 2022  Limited",,,2h 15m,Crunchyroll,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what's next. Is there a future with one of them and Futaro?"
1978,THE QUIET EPIDEMIC,--,0 Ratings,--,THE QUIET EPIDEMIC,Documentary,English,"Winslow Crane-Murdoch, Lindsay Keys","Chris Hegedus, Lindsay Keys, Daria Lombroso",,"Dec 2, 2022  Limited",,,1h 42m,First Run Features,"After years of living with mysterious symptoms, a young girl from Brooklyn and a Duke University scientist are diagnosed with a disease said to not exist: Chronic Lyme disease. The Quiet Epidemic follows their search for answers, which lands them in the middle of a vicious medical debate. What begins as a patient story evolves into an investigation into the history of Lyme disease, dating back to its discovery in 1975. A paper trail of suppressed scientific research, and buried documents reveals why ticks -- and the diseases they carry -- have been allowed to quietly spread around the globe."
1979,TWISTED,97%,Fewer than 50 Ratings,--,TWISTED,Mystery & Thriller,English,Vibeke Muasya,Lene Børglum,"Vibeke Muasya, Vibeke Muasya, Nikolaj Scherfig","Dec 2, 2022  Limited",,,1h 27m,Alarm Pictures,"A young woman seeks independence from her protective mother, only to be questioning her own sanity when newfound friends die, and her mother suggests Hannah is the cause of their death."
1980,FOOD AND ROMANCE,--,Fewer than 50 Ratings,100%,FOOD AND ROMANCE,"Romance, Comedy, Drama",Swedish,Annika Appelin,"Jessica Ask, Åsa Karlsson",Anna Fredriksson,"Dec 2, 2022  Limited","Dec 2, 2022",,1h 41m,Samuel Goldwyn Films,"A sudden change forces Karin to re-evaluate her life. With the help of friends, food and passion she refuses to accept that life has an expiration date and takes the second chance she is given."
1981,FRAMING AGNES,--,0 Ratings,76%,FRAMING AGNES,"Documentary, Lgbtq+",English,Chase Joynt,"Samantha Curley, Shant Joshi, Chase Joynt","Chase Joynt, Morgan M. Page, Chase Joynt, Morgan M. Page","Dec 2, 2022  Limited","Jan 31, 2023",,1h 15m,Kino Lorber,"The pseudonymous Agnes was a pioneering transgender woman who participated in an infamous gender health study conducted at UCLA in the 1960s. Her clever use of the study to gain access to gender-affirming healthcare led to her status as a fascinating and celebrated figure in trans history. In this innovative cinematic exercise that blends fiction and nonfiction, director Chase Joynt (No Ordinary Man) uses Agnes's story, along with others unearthed in long-shelved case files, to widen the frame through which trans history is viewed. Through a collaborative practice of reimagination, an all-star cast of trans performers, artists, and thinkers -- including Angelica Ross (Pose), Jen Richards (Mrs. Fletcher), and Zackary Drucker (Transparent) -- take on vividly rendered, impeccably vintage reenactments, bringing to life groundbreaking artifacts of trans history. This collective reclamation breaks down the myth of isolation among transgender history-makers, breathing new life into a lineage of collaborators and conspirators who have been forgotten for far too long."
1982,AMIGO,--,0 Ratings,100%,AMIGO,"Mystery & Thriller, Comedy",Spanish (Spain),Óscar Martín,Elena Muñoz,"Óscar Martín, Javier Botet, David Pareja","Dec 2, 2022  Limited",,,1h 23m,Dekanalog,"Following a car accident that kills his wife and leaves his best friend David (David Pareja) with nothing but a scratch, Javi (Javier Botet, REC, Crimson Peak) is left bedridden. His body bears deep gashes, his lungs are filled with fluid that make talking painful and near impossible, his legs are inoperable. From scene one, we see the dynamic at play between the two survivors. David carries Javi into the house. They are fresh from the hospital, and David assures Javi that he will be there to care for him. But... something is not right. Javi does not want David's help. David starts noticing things out of place. He starts suspecting Javi of gaslighting him, despite the fact that Javi can barely move of his own volition. In a series of torturous scenes, the power dynamic settles into a disquieting groove. Reaching an aching fever pitch...."
1983,LOWNDES COUNTY AND THE ROAD TO BLACK POWER,--,Fewer than 50 Ratings,100%,LOWNDES COUNTY AND THE ROAD TO BLACK POWER,"Documentary, History",English,"Geeta Gandbhir, Samuel D. Pollard","Jessica Devaney, Anya Rous, Dema Paxton Fofang",Dema Paxton Fofang,"Dec 2, 2022  Limited","Dec 2, 2022",,1h 29m,Greenwich Entertainment,"In the mid-1960s, Lowndes County, Alabama had zero registered Black voters despite an 80% Black population. Through first person accounts and searing archival footage, this documentary chronicles the citizens' movement and young Student Nonviolent Coordinating Committee (SNCC) organizers led by Stokely Carmichael who risked their lives for Black voting rights."
1984,HASHTAG BLESSED: THE MOVIE,--,0 Ratings,--,HASHTAG BLESSED: THE MOVIE,"Kids & Family, Holiday, Drama, Romance",English,Stephanie McBain,"Dalea Faulkner, Martina Webster",Dalea Faulkner,"Dec 2, 2022  Limited","Dec 9, 2022",,1h 30m,Entertainment Squad,"It’s Christmastime and Jessi is all but excited. She finds herself with comparisonitis in the world of social media. Other women her age just seem to “have it all”, including that engagement ring. Jessi finds herself frustrated over her job at the local movie theater, still struggling with the loss of her parents, and drowning in student loan debt. Her Grandma and friends seem to be concerned for her health and well being, and only want Jessi to be happy. Will Jessi ever see the love that is right in front of her? Will she continue down her dark path of negativity and struggle, or will the magic of Christmas shine light on her future?"
1985,ALMIGHTY ZEUS,--,0 Ratings,--,ALMIGHTY ZEUS,"Action, Drama, Sports",English,Chris Soriano,"Julian Brantley, Luis Jorge Rios",Chris Soriano,"Dec 2, 2022  Limited",,,1h 55m,TriCoast Worldwide,"When an old Asian man is attacked and sprayed with hand sanitizer, a young boxer knocks out the aggressor. This turns him into a viral star which gets the attention of the Middleweight champion, who decides to challenge the young boxer in the ring to an unorthodox boxing match in a COVID-19 pandemic."
1986,RENEGADES,--,0 Ratings,--,RENEGADES,"Action, Crime, Drama, Mystery & Thriller",English (United Kingdom),Daniel Zirilli,Jonathan Sothcott,"Tom Jolliffe, Jonathan Sothcott","Dec 2, 2022  Limited","Dec 6, 2022",,1h 31m,Saban Films,"When Veteran Green Beret Carver (Lee Majors) is murdered by a drug gang controlled by Goram (Louis Mandylor) that has been threatening his daughter (Patsy Kensit), his old Special Forces comrades (Nick Moran, Ian Ogilvy, Billy Murray, Paul Barber) reunite to seek revenge, aided by the enigmatic Sanchez (Danny Trejo). As these Renegades dispense their own brand of justice on the mean streets of London with the police (Jeanine Nerissa Sothcott) hot on their trail, they must use every trick in their war hero playbook to stay one step ahead of the sinister gang."
1987,REFLECTIONS OF A BROKEN MEMORY,--,Fewer than 50 Ratings,--,REFLECTIONS OF A BROKEN MEMORY,Drama,English,Marco Bazzi,Marco Bazzi,Marco Bazzi,"Dec 2, 2022  Limited",,,1h 20m,Indican Pictures,"Under the guidance of a clinical therapist, a detective leads a suspect into his unconscious to unlock the forgotten memories that caused him to lose touch with reality."
1988,BLACK PANTHER: WAKANDA FOREVER,94%,"10,000+ Verified Ratings",84%,BLACK PANTHER: WAKANDA FOREVER,"Action, Adventure, Fantasy",English,Ryan Coogler,"Kevin Feige, Nate Moore","Ryan Coogler, Joe Robert Cole","Nov 11, 2022  Wide",,$367.5M,2h 41m,Walt Disney Pictures,"In Marvel Studios' ""Black Panther: Wakanda Forever,"" Queen Ramonda (Angela Bassett), Shuri (Letitia Wright), M'Baku (Winston Duke), Okoye (Danai Gurira) and the Dora Milaje (including Florence Kasumba) fight to protect their nation from intervening world powers in the wake of King T'Challa's death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia (Lupita Nyong'o) and Everett Ross (Martin Freeman) and forge a new path for the kingdom of Wakanda."
1989,STRANGE WORLD,65%,500+ Verified Ratings,75%,STRANGE WORLD,"Kids & Family, Comedy, Adventure, Fantasy, Animation, Action",English,"Don Hall, Qui Nguyen",Roy Conli,Qui Nguyen,"Nov 23, 2022  Wide",,$18.9M,1h 42m,Walt Disney Pictures,"Walt Disney Animation Studios' original action-packed adventure ""Strange World"" introduces a legendary family of explorers, the Clades, as they attempt to navigate an uncharted, treacherous land alongside a motley crew that includes a mischievous blob, a three-legged dog and a slew of ravenous creatures."
